# Early Successional Microplot ANPP
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/686
# The newest version of the data https://lter.kbs.msu.edu/datatables/686.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/60.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		the date the plot was sampled
# treatment		the field treatment that was sampled
# replicate		the field replicate that was sampled
# method		the sample method used. 'sorted to species' means that an attempt was made to sort the biomass to species and any remaining biomass was classified as unsorted. 'not_ sorted' indicates that no attempt was made to sort the biomass to species and all of the biomass was classified as unsorted.
# disturbed		was the microplot tilled?
# fertilized		was the microplot  fertilized?
# biomass_g_m2	gramsPerSquareMeter	the dry weight of the biomass in grams/meter squared
# area_sampled	squareMeter	the area that was harvested for the sample in square meters
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
sample_date,treatment,replicate,method,disturbed,fertilized,biomass_g_m2,area_sampled
2005-08-16,T7,R1,sorted_to_species,undisturbed,unfertilized,590.03,1
2005-08-16,T7,R2,sorted_to_species,undisturbed,unfertilized,776.56,1
2005-08-16,T7,R2,sorted_to_species,undisturbed,fertilized,1156.15,1
2005-08-16,T7,R3,sorted_to_species,undisturbed,fertilized,870.34,1
2005-08-16,T7,R3,sorted_to_species,undisturbed,unfertilized,817.9200000000001,1
2005-08-16,T7,R4,sorted_to_species,undisturbed,fertilized,783.4699999999999,1
2005-08-16,T7,R4,sorted_to_species,undisturbed,unfertilized,641.5,1
2005-08-16,T7,R5,sorted_to_species,undisturbed,fertilized,688.2900000000001,1
2005-08-16,T7,R5,sorted_to_species,undisturbed,unfertilized,672.0299999999999,1
2005-08-16,T7,R6,sorted_to_species,undisturbed,unfertilized,423.96,1
2005-08-16,T7,R6,sorted_to_species,undisturbed,fertilized,410.17999999999995,1
2004-09-09,T7,R4,sorted_to_species,disturbed,fertilized,798.8299999999999,1
2004-09-09,T7,R4,sorted_to_species,disturbed,unfertilized,301.83,1
2004-09-09,T7,R5,sorted_to_species,disturbed,fertilized,1294.3450000000003,1
2004-09-09,T7,R5,sorted_to_species,disturbed,unfertilized,435.05,1
2004-09-09,T7,R6,sorted_to_species,disturbed,fertilized,856.33,1
2004-09-09,T7,R6,sorted_to_species,disturbed,unfertilized,329.61999999999995,1
2004-09-01,T7,R1,sorted_to_species,disturbed,fertilized,462.60499999999996,1
2004-09-01,T7,R1,sorted_to_species,disturbed,unfertilized,324.93,1
2004-09-01,T7,R2,sorted_to_species,disturbed,unfertilized,339.74,1
2004-09-01,T7,R2,sorted_to_species,disturbed,fertilized,742.4599999999999,1
2004-09-01,T7,R3,sorted_to_species,disturbed,unfertilized,260.91999999999996,1
2004-09-01,T7,R3,sorted_to_species,disturbed,fertilized,805.8000000000001,1
2004-08-03,T7,R1,sorted_to_species,undisturbed,unfertilized,514.92,1
2004-08-03,T7,R1,sorted_to_species,undisturbed,fertilized,1005.46,1
2004-08-03,T7,R2,sorted_to_species,undisturbed,fertilized,789.6700000000001,1
2004-08-03,T7,R2,sorted_to_species,undisturbed,unfertilized,1088.2950000000003,1
2004-08-03,T7,R3,sorted_to_species,undisturbed,fertilized,1032.35,1
2004-08-03,T7,R3,sorted_to_species,undisturbed,unfertilized,739.13,1
2004-08-03,T7,R4,sorted_to_species,undisturbed,fertilized,1149.4899999999998,1
2004-08-03,T7,R4,sorted_to_species,undisturbed,unfertilized,563.48,1
2004-08-03,T7,R5,sorted_to_species,undisturbed,fertilized,840.5,1
2004-08-03,T7,R5,sorted_to_species,undisturbed,unfertilized,776.5899999999999,1
2004-08-03,T7,R6,sorted_to_species,undisturbed,unfertilized,456.49999999999994,1
2004-08-03,T7,R6,sorted_to_species,undisturbed,fertilized,1002.9,1
2003-09-02,T7,R1,sorted_to_species,disturbed,unfertilized,252.26,1
2003-09-02,T7,R1,sorted_to_species,disturbed,fertilized,667.4300000000001,1
2003-09-02,T7,R2,sorted_to_species,disturbed,unfertilized,429.13,1
2003-09-02,T7,R2,sorted_to_species,disturbed,fertilized,949.31,1
2003-09-02,T7,R3,sorted_to_species,disturbed,unfertilized,347.395,1
2003-09-02,T7,R3,sorted_to_species,disturbed,fertilized,879.68,1
2003-09-02,T7,R4,sorted_to_species,disturbed,fertilized,824.46,1
2003-09-02,T7,R4,sorted_to_species,disturbed,unfertilized,481.81999999999994,1
2003-09-02,T7,R5,sorted_to_species,disturbed,fertilized,1127.82,1
2003-09-02,T7,R5,sorted_to_species,disturbed,unfertilized,682.12,1
2003-09-02,T7,R6,sorted_to_species,disturbed,unfertilized,280.55,1
2003-09-02,T7,R6,sorted_to_species,disturbed,fertilized,1080.94,1
2003-07-31,T7,R1,sorted_to_species,undisturbed,unfertilized,631.4300000000001,1
2003-07-31,T7,R1,sorted_to_species,undisturbed,fertilized,1288.81,1
2003-07-31,T7,R4,sorted_to_species,undisturbed,fertilized,915.3899999999999,1
2003-07-31,T7,R4,sorted_to_species,undisturbed,unfertilized,489.795,1
2003-07-31,T7,R5,sorted_to_species,undisturbed,fertilized,533.29,1
2003-07-31,T7,R5,sorted_to_species,undisturbed,unfertilized,323.5449999999999,1
2003-07-31,T7,R6,sorted_to_species,undisturbed,unfertilized,316.48,1
2003-07-31,T7,R6,sorted_to_species,undisturbed,fertilized,962.09,1
2003-07-30,T7,R2,sorted_to_species,undisturbed,unfertilized,704.3049999999997,1
2003-07-30,T7,R2,sorted_to_species,undisturbed,fertilized,821.96,1
2003-07-30,T7,R3,sorted_to_species,undisturbed,unfertilized,580.38,1
2003-07-30,T7,R3,sorted_to_species,undisturbed,fertilized,988.05,1
2002-08-21,T7,R5,sorted_to_species,disturbed,unfertilized,708.3199999999999,1
2002-08-21,T7,R5,sorted_to_species,disturbed,fertilized,999.2499999999999,1
2002-08-21,T7,R6,sorted_to_species,disturbed,fertilized,745.31,1
2002-08-21,T7,R6,sorted_to_species,disturbed,unfertilized,321.2100000000001,1
2002-08-20,T7,R1,sorted_to_species,disturbed,fertilized,580.21,1
2002-08-20,T7,R1,sorted_to_species,disturbed,unfertilized,315.31500000000005,1
2002-08-20,T7,R2,sorted_to_species,disturbed,unfertilized,425.54,1
2002-08-20,T7,R2,sorted_to_species,disturbed,fertilized,762.46,1
2002-08-20,T7,R3,sorted_to_species,disturbed,unfertilized,316.14,1
2002-08-20,T7,R3,sorted_to_species,disturbed,fertilized,594.51,1
2002-08-20,T7,R4,sorted_to_species,disturbed,fertilized,758.7900000000001,1
2002-08-20,T7,R4,sorted_to_species,disturbed,unfertilized,511.13500000000005,1
2002-08-08,T7,R1,sorted_to_species,undisturbed,unfertilized,1033.02,1
2002-08-08,T7,R1,sorted_to_species,undisturbed,fertilized,691.1300000000001,1
2002-08-08,T7,R2,sorted_to_species,undisturbed,fertilized,643.9599999999999,1
2002-08-08,T7,R2,sorted_to_species,undisturbed,unfertilized,1042.79,1
2002-08-08,T7,R3,sorted_to_species,undisturbed,fertilized,909.1750000000001,1
2002-08-08,T7,R3,sorted_to_species,undisturbed,unfertilized,646.92,1
2002-08-07,T7,R4,sorted_to_species,undisturbed,unfertilized,501.4400000000001,1
2002-08-07,T7,R4,sorted_to_species,undisturbed,fertilized,602.49,1
2002-08-07,T7,R5,sorted_to_species,undisturbed,fertilized,390.23,1
2002-08-07,T7,R5,sorted_to_species,undisturbed,unfertilized,586.9799999999999,1
2002-08-07,T7,R6,sorted_to_species,undisturbed,unfertilized,310.9,1
2002-08-07,T7,R6,sorted_to_species,undisturbed,fertilized,318.95000000000005,1
2001-08-14,T7,R1,sorted_to_species,disturbed,unfertilized,313.385,1
2001-08-14,T7,R1,sorted_to_species,disturbed,fertilized,774.59,1
2001-08-14,T7,R2,sorted_to_species,disturbed,fertilized,727.1300000000001,1
2001-08-14,T7,R2,sorted_to_species,disturbed,unfertilized,449.54999999999995,1
2001-08-14,T7,R3,sorted_to_species,disturbed,fertilized,575.6499999999999,1
2001-08-14,T7,R3,sorted_to_species,disturbed,unfertilized,367.41999999999996,1
2001-08-14,T7,R4,sorted_to_species,disturbed,unfertilized,351.7,1
2001-08-14,T7,R4,sorted_to_species,disturbed,fertilized,877.98,1
2001-08-14,T7,R5,sorted_to_species,disturbed,fertilized,1392.3899999999999,1
2001-08-14,T7,R5,sorted_to_species,disturbed,unfertilized,873.12,1
2001-08-14,T7,R6,sorted_to_species,disturbed,unfertilized,369.59999999999997,1
2001-08-14,T7,R6,sorted_to_species,disturbed,fertilized,773.3199999999999,1
2001-08-09,T7,R1,sorted_to_species,undisturbed,unfertilized,954.92,1
2001-08-09,T7,R1,sorted_to_species,undisturbed,fertilized,777.18,1
2001-08-09,T7,R2,sorted_to_species,undisturbed,unfertilized,946.73,1
2001-08-09,T7,R2,sorted_to_species,undisturbed,fertilized,1090.0500000000002,1
2001-08-09,T7,R3,sorted_to_species,undisturbed,unfertilized,934.5200000000001,1
2001-08-09,T7,R3,sorted_to_species,undisturbed,fertilized,1173.4599999999998,1
2001-08-09,T7,R4,sorted_to_species,undisturbed,fertilized,1024.56,1
2001-08-09,T7,R4,sorted_to_species,undisturbed,unfertilized,710.4000000000001,1
2001-08-08,T7,R5,sorted_to_species,undisturbed,unfertilized,556.15,1
2001-08-08,T7,R5,sorted_to_species,undisturbed,fertilized,641.72,1
2001-08-08,T7,R6,sorted_to_species,undisturbed,unfertilized,596.67,1
2001-08-08,T7,R6,sorted_to_species,undisturbed,fertilized,430.75,1
2000-08-28,T7,R1,sorted_to_species,disturbed,unfertilized,404.87000000000006,1
2000-08-28,T7,R1,sorted_to_species,disturbed,fertilized,726.83,1
2000-08-28,T7,R2,sorted_to_species,disturbed,fertilized,1097.73,1
2000-08-28,T7,R2,sorted_to_species,disturbed,unfertilized,504.41,1
2000-08-28,T7,R3,sorted_to_species,disturbed,unfertilized,438.1,1
2000-08-28,T7,R3,sorted_to_species,disturbed,fertilized,875.69,1
2000-08-28,T7,R4,sorted_to_species,disturbed,unfertilized,309.7100000000001,1
2000-08-28,T7,R4,sorted_to_species,disturbed,fertilized,738.68,1
2000-08-28,T7,R5,sorted_to_species,disturbed,fertilized,1051.25,1
2000-08-28,T7,R5,sorted_to_species,disturbed,unfertilized,735.86,1
2000-08-28,T7,R6,sorted_to_species,disturbed,fertilized,1230.3400000000001,1
2000-08-28,T7,R6,sorted_to_species,disturbed,unfertilized,371.59999999999985,1
2000-08-07,T7,R5,sorted_to_species,undisturbed,unfertilized,376.74,1
2000-08-07,T7,R5,sorted_to_species,undisturbed,fertilized,919.4399999999999,1
2000-08-07,T7,R6,sorted_to_species,undisturbed,fertilized,346.89000000000004,1
2000-08-07,T7,R6,sorted_to_species,undisturbed,unfertilized,226.44000000000003,1
2000-08-03,T7,R1,sorted_to_species,undisturbed,fertilized,1021.3800000000001,1
2000-08-03,T7,R1,sorted_to_species,undisturbed,unfertilized,691.8700000000001,1
2000-08-03,T7,R2,sorted_to_species,undisturbed,unfertilized,746.1600000000001,1
2000-08-03,T7,R2,sorted_to_species,undisturbed,fertilized,1104.43,1
2000-08-03,T7,R3,sorted_to_species,undisturbed,fertilized,853.18,1
2000-08-03,T7,R3,sorted_to_species,undisturbed,unfertilized,887.0900000000001,1
2000-08-03,T7,R4,sorted_to_species,undisturbed,unfertilized,499.6799999999999,1
2000-08-03,T7,R4,sorted_to_species,undisturbed,fertilized,627.0100000000001,1
1999-08-09,T7,R1,sorted_to_species,disturbed,fertilized,826.91,1
1999-08-09,T7,R1,sorted_to_species,disturbed,unfertilized,304.13000000000005,1
1999-08-09,T7,R2,sorted_to_species,disturbed,unfertilized,434.33000000000004,1
1999-08-09,T7,R2,sorted_to_species,disturbed,fertilized,917.36,1
1999-08-09,T7,R3,sorted_to_species,disturbed,fertilized,869.7099999999999,1
1999-08-09,T7,R3,sorted_to_species,disturbed,unfertilized,395.13,1
1999-08-09,T7,R4,sorted_to_species,disturbed,fertilized,514.8100000000001,1
1999-08-09,T7,R4,sorted_to_species,disturbed,unfertilized,282.88000000000005,1
1999-08-09,T7,R5,sorted_to_species,disturbed,unfertilized,665.6,1
1999-08-09,T7,R5,sorted_to_species,disturbed,fertilized,1135.3,1
1999-08-09,T7,R6,sorted_to_species,disturbed,unfertilized,283.02000000000004,1
1999-08-09,T7,R6,sorted_to_species,disturbed,fertilized,804.6700000000001,1
1999-08-03,T7,R1,sorted_to_species,undisturbed,fertilized,916.12,1
1999-08-03,T7,R1,sorted_to_species,undisturbed,unfertilized,335.53000000000003,1
1999-08-03,T7,R2,sorted_to_species,undisturbed,fertilized,742.35,1
1999-08-03,T7,R2,sorted_to_species,undisturbed,unfertilized,680.33,1
1999-08-03,T7,R3,sorted_to_species,undisturbed,fertilized,819.7099999999998,1
1999-08-03,T7,R3,sorted_to_species,undisturbed,unfertilized,665.22,1
1999-08-03,T7,R4,sorted_to_species,undisturbed,fertilized,539.8700000000001,1
1999-08-03,T7,R4,sorted_to_species,undisturbed,unfertilized,289.78000000000003,1
1999-08-03,T7,R5,sorted_to_species,undisturbed,fertilized,385.02,1
1999-08-03,T7,R5,sorted_to_species,undisturbed,unfertilized,203.44000000000003,1
1999-08-03,T7,R6,sorted_to_species,undisturbed,unfertilized,405.15999999999997,1
1999-08-03,T7,R6,sorted_to_species,undisturbed,fertilized,231.2,1
1998-08-24,T7,R6,sorted_to_species,disturbed,unfertilized,334.46,1
1998-08-24,T7,R6,sorted_to_species,disturbed,fertilized,773.37,1
1998-08-21,T7,R1,sorted_to_species,disturbed,fertilized,841.115,1
1998-08-21,T7,R1,sorted_to_species,disturbed,unfertilized,319.54999999999995,1
1998-08-20,T7,R2,sorted_to_species,disturbed,unfertilized,402.67499999999995,1
1998-08-20,T7,R2,sorted_to_species,disturbed,fertilized,933.67,1
1998-08-20,T7,R3,sorted_to_species,disturbed,unfertilized,435.21999999999997,1
1998-08-20,T7,R3,sorted_to_species,disturbed,fertilized,755.45,1
1998-08-20,T7,R5,sorted_to_species,disturbed,unfertilized,749.37,1
1998-08-20,T7,R5,sorted_to_species,disturbed,fertilized,1180.1399999999999,1
1998-08-13,T7,R1,sorted_to_species,undisturbed,unfertilized,395.32,1
1998-08-13,T7,R1,sorted_to_species,undisturbed,fertilized,595.97,1
1998-08-13,T7,R6,sorted_to_species,undisturbed,fertilized,472.97999999999996,1
1998-08-13,T7,R6,sorted_to_species,undisturbed,unfertilized,335.93,1
1998-08-12,T7,R3,sorted_to_species,undisturbed,unfertilized,431.11999999999995,1
1998-08-12,T7,R3,sorted_to_species,undisturbed,fertilized,681.0800000000002,1
1998-08-12,T7,R4,sorted_to_species,undisturbed,fertilized,838.85,1
1998-08-12,T7,R5,sorted_to_species,undisturbed,unfertilized,325.44999999999993,1
1998-08-12,T7,R5,sorted_to_species,undisturbed,fertilized,527,1
1998-08-11,T7,R2,sorted_to_species,undisturbed,fertilized,1028.06,1
1998-08-11,T7,R2,sorted_to_species,undisturbed,unfertilized,863.6399999999999,1
1998-08-11,T7,R4,sorted_to_species,undisturbed,unfertilized,443.11,1
1997-08-13,T7,R1,sorted_to_species,disturbed,fertilized,716.12,1
1997-08-13,T7,R1,sorted_to_species,disturbed,unfertilized,335.96999999999997,1
1997-08-13,T7,R2,sorted_to_species,disturbed,fertilized,768.34,1
1997-08-13,T7,R2,sorted_to_species,disturbed,unfertilized,356.65,1
1997-08-13,T7,R3,sorted_to_species,disturbed,unfertilized,362.33,1
1997-08-13,T7,R3,sorted_to_species,disturbed,fertilized,640.51,1
1997-08-13,T7,R5,sorted_to_species,disturbed,fertilized,834,1
1997-08-13,T7,R5,sorted_to_species,disturbed,unfertilized,739.7899999999998,1
1997-08-13,T7,R6,sorted_to_species,disturbed,unfertilized,172.76000000000002,1
1997-08-13,T7,R6,sorted_to_species,disturbed,fertilized,504.55,1
1997-08-05,T7,R5,sorted_to_species,undisturbed,unfertilized,328.31999999999994,1
1997-08-05,T7,R5,sorted_to_species,undisturbed,fertilized,606.42,1
1997-08-05,T7,R6,sorted_to_species,undisturbed,fertilized,812.16,1
1997-08-05,T7,R6,sorted_to_species,undisturbed,unfertilized,400.40999999999997,1
1997-08-04,T7,R1,sorted_to_species,undisturbed,fertilized,1901.09,1
1997-08-04,T7,R1,sorted_to_species,undisturbed,unfertilized,585.84,1
1997-08-04,T7,R2,sorted_to_species,undisturbed,fertilized,488.49,1
1997-08-04,T7,R2,sorted_to_species,undisturbed,unfertilized,660.43,1
1997-08-04,T7,R3,sorted_to_species,undisturbed,unfertilized,553.22,1
1997-08-04,T7,R4,sorted_to_species,undisturbed,unfertilized,388.1000000000001,1
1997-08-04,T7,R4,sorted_to_species,undisturbed,fertilized,600.5600000000001,1
1996-08-15,T7,R1,sorted_to_species,undisturbed,unfertilized,189.93,1
1996-08-15,T7,R1,sorted_to_species,undisturbed,fertilized,212.95999999999998,1
1996-08-15,T7,R2,sorted_to_species,undisturbed,unfertilized,452.67999999999995,1
1996-08-15,T7,R2,sorted_to_species,undisturbed,fertilized,607.3,1
1996-08-15,T7,R3,sorted_to_species,undisturbed,unfertilized,223.7,1
1996-08-15,T7,R3,sorted_to_species,undisturbed,fertilized,657.29,1
1996-08-15,T7,R4,sorted_to_species,undisturbed,unfertilized,184.35,1
1996-08-15,T7,R4,sorted_to_species,undisturbed,fertilized,503.61999999999995,1
1996-08-15,T7,R5,sorted_to_species,undisturbed,fertilized,453.21000000000004,1
1996-08-15,T7,R5,sorted_to_species,undisturbed,unfertilized,195.95,1
1996-08-15,T7,R6,sorted_to_species,undisturbed,unfertilized,138.1,1
1996-08-15,T7,R6,sorted_to_species,undisturbed,fertilized,633.28,1
1996-07-15,T7,R1,sorted_to_species,disturbed,fertilized,288.08,1
1996-07-15,T7,R1,sorted_to_species,disturbed,unfertilized,180.17000000000002,1
1996-07-15,T7,R2,sorted_to_species,disturbed,unfertilized,350.67999999999995,1
1996-07-15,T7,R2,sorted_to_species,disturbed,fertilized,824.31,1
1996-07-15,T7,R3,sorted_to_species,disturbed,fertilized,444.34000000000003,1
1996-07-15,T7,R3,sorted_to_species,disturbed,unfertilized,335.59999999999997,1
1996-07-15,T7,R4,sorted_to_species,disturbed,fertilized,148.84,1
1996-07-15,T7,R4,sorted_to_species,disturbed,unfertilized,148.70000000000002,1
1996-07-15,T7,R5,sorted_to_species,disturbed,fertilized,643.14,1
1996-07-15,T7,R5,sorted_to_species,disturbed,unfertilized,380.65,1
1996-07-15,T7,R6,sorted_to_species,disturbed,unfertilized,268.48,1
1996-07-15,T7,R6,sorted_to_species,disturbed,fertilized,521.5500000000001,1
1996-07-15,T7,R6,sorted_to_species,undisturbed,unfertilized,35.98,1
1996-06-05,T7,R1,sorted_to_species,undisturbed,unfertilized,225.23999999999998,1
1996-06-05,T7,R1,sorted_to_species,undisturbed,fertilized,216.39000000000001,1
1996-06-05,T7,R2,sorted_to_species,undisturbed,fertilized,283.05000000000007,1
1996-06-05,T7,R2,sorted_to_species,undisturbed,unfertilized,333.52,1
1996-06-05,T7,R3,sorted_to_species,undisturbed,fertilized,343.47999999999996,1
1996-06-05,T7,R3,sorted_to_species,undisturbed,unfertilized,197.73000000000002,1
1996-06-05,T7,R4,sorted_to_species,undisturbed,fertilized,336.08000000000004,1
1996-06-05,T7,R4,sorted_to_species,undisturbed,unfertilized,184.64000000000001,1
1996-06-05,T7,R5,sorted_to_species,undisturbed,unfertilized,259.69000000000005,1
1996-06-05,T7,R5,sorted_to_species,undisturbed,fertilized,309.31,1
1996-06-05,T7,R6,sorted_to_species,undisturbed,fertilized,383.90000000000003,1
1996-06-05,T7,R6,sorted_to_species,undisturbed,unfertilized,202.22,1
1995-08-18,T7,R1,sorted_to_species,undisturbed,fertilized,547.69,1
1995-08-18,T7,R1,sorted_to_species,undisturbed,unfertilized,257.80999999999995,1
1995-08-18,T7,R3,sorted_to_species,undisturbed,fertilized,1208.6200000000003,1
1995-08-18,T7,R3,sorted_to_species,undisturbed,unfertilized,413.84999999999997,1
1995-08-18,T7,R6,sorted_to_species,undisturbed,fertilized,463.65999999999997,1
1995-08-18,T7,R6,sorted_to_species,undisturbed,unfertilized,376.38,1
1995-08-14,T7,R2,sorted_to_species,undisturbed,unfertilized,508.09,1
1995-08-14,T7,R2,sorted_to_species,undisturbed,fertilized,236.38000000000002,1
1995-08-14,T7,R4,sorted_to_species,undisturbed,unfertilized,225.61000000000004,1
1995-08-14,T7,R4,sorted_to_species,undisturbed,fertilized,342.4600000000001,1
1995-08-14,T7,R5,sorted_to_species,undisturbed,unfertilized,506.37,1
1995-08-14,T7,R5,sorted_to_species,undisturbed,fertilized,918.6399999999999,1
1995-08-10,T7,R1,sorted_to_species,disturbed,fertilized,693.3399999999999,1
1995-08-10,T7,R1,sorted_to_species,disturbed,unfertilized,271.11999999999995,1
1995-08-10,T7,R2,sorted_to_species,disturbed,fertilized,687.19,1
1995-08-10,T7,R2,sorted_to_species,disturbed,unfertilized,493.3,1
1995-08-10,T7,R3,sorted_to_species,disturbed,fertilized,852.02,1
1995-08-10,T7,R3,sorted_to_species,disturbed,unfertilized,503.2,1
1995-08-10,T7,R4,sorted_to_species,disturbed,fertilized,393.36999999999995,1
1995-08-10,T7,R4,sorted_to_species,disturbed,unfertilized,336,1
1995-08-10,T7,R5,sorted_to_species,disturbed,fertilized,917.34,1
1995-08-10,T7,R5,sorted_to_species,disturbed,unfertilized,609.9999999999999,1
1995-08-10,T7,R6,sorted_to_species,disturbed,unfertilized,449.49,1
1995-08-10,T7,R6,sorted_to_species,disturbed,fertilized,466,1
1994-08-23,T7,R1,sorted_to_species,undisturbed,unfertilized,239.75,1
1994-08-23,T7,R1,sorted_to_species,undisturbed,fertilized,859.42,1
1994-08-23,T7,R4,sorted_to_species,undisturbed,unfertilized,240.93,1
1994-08-23,T7,R4,sorted_to_species,undisturbed,fertilized,635.9200000000001,1
1994-08-23,T7,R6,sorted_to_species,undisturbed,unfertilized,319.23,1
1994-08-23,T7,R6,sorted_to_species,undisturbed,fertilized,741.19,1
1994-08-22,T7,R2,sorted_to_species,undisturbed,fertilized,1025.29,1
1994-08-22,T7,R2,sorted_to_species,undisturbed,unfertilized,888.5899999999999,1
1994-08-22,T7,R3,sorted_to_species,undisturbed,fertilized,1440.06,1
1994-08-22,T7,R3,sorted_to_species,undisturbed,unfertilized,375.13,1
1994-08-22,T7,R5,sorted_to_species,undisturbed,unfertilized,401.71000000000004,1
1994-08-22,T7,R5,sorted_to_species,undisturbed,fertilized,998.9100000000001,1
1994-08-18,T7,R1,sorted_to_species,disturbed,unfertilized,233.96999999999997,1
1994-08-18,T7,R1,sorted_to_species,disturbed,fertilized,478.8599999999999,1
1994-08-18,T7,R5,sorted_to_species,disturbed,unfertilized,1145.84,1
1994-08-18,T7,R5,sorted_to_species,disturbed,fertilized,507.76,1
1994-08-18,T7,R6,sorted_to_species,disturbed,unfertilized,385.58000000000004,1
1994-08-18,T7,R6,sorted_to_species,disturbed,fertilized,786.4200000000001,1
1994-08-17,T7,R2,sorted_to_species,disturbed,fertilized,843.58,1
1994-08-17,T7,R2,sorted_to_species,disturbed,unfertilized,594.2299999999999,1
1994-08-17,T7,R3,sorted_to_species,disturbed,fertilized,488.6499999999999,1
1994-08-17,T7,R3,sorted_to_species,disturbed,unfertilized,430.84000000000003,1
1994-08-17,T7,R4,sorted_to_species,disturbed,fertilized,786.8699999999999,1
1994-08-17,T7,R4,sorted_to_species,disturbed,unfertilized,376.34000000000003,1
1993-08-18,T7,R1,sorted_to_species,disturbed,fertilized,533.12,1
1993-08-18,T7,R1,sorted_to_species,disturbed,unfertilized,225.61999999999998,1
1993-08-18,T7,R2,sorted_to_species,disturbed,fertilized,902.71,1
1993-08-18,T7,R2,sorted_to_species,disturbed,unfertilized,754.64,1
1993-08-18,T7,R3,sorted_to_species,disturbed,fertilized,562.46,1
1993-08-18,T7,R3,sorted_to_species,disturbed,unfertilized,85.24000000000001,1
1993-08-18,T7,R4,sorted_to_species,disturbed,unfertilized,419.40000000000003,1
1993-08-18,T7,R4,sorted_to_species,disturbed,fertilized,752.61,1
1993-08-15,T7,R4,sorted_to_species,undisturbed,fertilized,1067.33,1
1993-08-15,T7,R5,sorted_to_species,disturbed,fertilized,672.1680000000001,1
1993-08-15,T7,R5,sorted_to_species,disturbed,unfertilized,923.158,1
1993-08-09,T7,R2,sorted_to_species,undisturbed,fertilized,141.29999999999998,1
1993-08-09,T7,R2,sorted_to_species,undisturbed,unfertilized,1074.59,1
1993-08-09,T7,R5,sorted_to_species,undisturbed,unfertilized,333.71999999999997,1
1993-08-09,T7,R6,sorted_to_species,undisturbed,unfertilized,278.56,1
1993-08-09,T7,R6,sorted_to_species,undisturbed,fertilized,528.3800000000001,1
1993-07-30,T7,R1,sorted_to_species,undisturbed,fertilized,960.43,1
1993-07-30,T7,R1,sorted_to_species,undisturbed,unfertilized,229.08,1
1993-07-30,T7,R3,sorted_to_species,undisturbed,fertilized,947.08,1
1993-07-30,T7,R3,sorted_to_species,undisturbed,unfertilized,251.62,1
1993-07-30,T7,R4,sorted_to_species,undisturbed,unfertilized,155.34,1
1993-07-30,T7,R5,sorted_to_species,undisturbed,fertilized,423.57000000000005,1
1992-08-15,T7,R1,sorted_to_species,undisturbed,unfertilized,135.83,1
1992-08-15,T7,R1,sorted_to_species,disturbed,unfertilized,257.38,1
1992-08-15,T7,R1,sorted_to_species,undisturbed,fertilized,633.9699999999999,1
1992-08-15,T7,R1,sorted_to_species,disturbed,fertilized,620.3,1
1992-08-15,T7,R2,sorted_to_species,undisturbed,fertilized,307.89000000000004,1
1992-08-15,T7,R2,sorted_to_species,disturbed,unfertilized,283.18,1
1992-08-15,T7,R2,sorted_to_species,undisturbed,unfertilized,553.07,1
1992-08-15,T7,R2,sorted_to_species,disturbed,fertilized,742.52,1
1992-08-15,T7,R3,sorted_to_species,undisturbed,fertilized,250.09999999999997,1
1992-08-15,T7,R3,sorted_to_species,disturbed,unfertilized,316.15,1
1992-08-15,T7,R3,sorted_to_species,undisturbed,unfertilized,366.99999999999994,1
1992-08-15,T7,R3,sorted_to_species,disturbed,fertilized,446.12,1
1992-08-15,T7,R4,sorted_to_species,undisturbed,unfertilized,139.54999999999998,1
1992-08-15,T7,R4,sorted_to_species,disturbed,fertilized,790.4200000000001,1
1992-08-15,T7,R4,sorted_to_species,disturbed,unfertilized,220.73,1
1992-08-15,T7,R4,sorted_to_species,undisturbed,fertilized,543.3100000000001,1
1992-08-15,T7,R5,sorted_to_species,disturbed,fertilized,916.87,1
1992-08-15,T7,R5,sorted_to_species,disturbed,unfertilized,576.47,1
1992-08-15,T7,R5,sorted_to_species,undisturbed,fertilized,285.28999999999996,1
1992-08-15,T7,R5,sorted_to_species,undisturbed,unfertilized,208.47,1
1992-08-15,T7,R6,sorted_to_species,disturbed,unfertilized,317.53000000000003,1
1992-08-15,T7,R6,sorted_to_species,undisturbed,fertilized,356.35,1
1992-08-15,T7,R6,sorted_to_species,disturbed,fertilized,606.17,1
1992-08-15,T7,R6,sorted_to_species,undisturbed,unfertilized,186.07999999999996,1
1991-08-05,T7,R1,sorted_to_species,undisturbed,unfertilized,198.4,0.3
1991-08-05,T7,R1,sorted_to_species,undisturbed,fertilized,1470.6000000000001,0.3
1991-08-05,T7,R1,sorted_to_species,disturbed,fertilized,1158,0.3
1991-08-05,T7,R1,sorted_to_species,disturbed,unfertilized,371.96666666666664,0.3
1991-08-05,T7,R2,sorted_to_species,undisturbed,unfertilized,716.4333333333334,0.3
1991-08-05,T7,R2,sorted_to_species,disturbed,unfertilized,619.9333333333334,0.3
1991-08-05,T7,R2,sorted_to_species,disturbed,fertilized,1286.4,0.3
